transaction_id,customer_id,date,plan,amount,anomaly_type,expected_amount,price_deviation,price_deviation_pct,plan_encoded,anomaly_score,anomaly_probability,is_anomaly
AF7199AF,CUST5543,2026-04-11,starter,29.84,normal,29.99,-0.14999999999999858,-0.5001667222407422,3,1,-0.4494491539743878,False
C880EBBB,CUST5831,2026-04-11,enterprise,299.64,normal,299.99,-0.35000000000002274,-0.11667055568519709,1,1,-0.49334079547075116,False
0B663808,CUST1285,2026-04-11,enterprise,300.47,normal,299.99,0.4800000000000182,0.16000533351112312,1,1,-0.4950757389635,False
730B2E75,CUST1454,2026-04-11,pro,98.47,normal,99.99,-1.519999999999996,-1.5201520152015162,2,1,-0.47460430697306605,False
EB81C3BB,CUST8083,2026-04-11,pro,99.63,normal,99.99,-0.35999999999999943,-0.3600360036003595,2,1,-0.44769477659017304,False
76B4BA8A,CUST4674,2026-04-11,enterprise,29.72,plan_price_mismatch,299.99,-270.27,-90.09300310010333,1,-1,-0.6748079798157303,True
EBD81029,CUST2207,2026-04-11,basic,49.11,normal,49.99,-0.8800000000000026,-1.7603520704140878,0,1,-0.47003712134012454,False
AE80BCF8,CUST1055,2026-04-11,enterprise,300.43,normal,299.99,0.4399999999999977,0.1466715557185232,1,1,-0.49444175250743483,False
82FC76AF,CUST7262,2026-04-11,basic,50.86,normal,49.99,0.8699999999999974,1.7403480696139177,0,1,-0.482829111066751,False
A4CDED50,CUST7371,2026-04-11,pro,99.91,normal,99.99,-0.0799999999999983,-0.0800080008000783,2,1,-0.437463223812369,False
65A77F03,CUST7439,2026-04-11,starter,29.44,normal,29.99,-0.5499999999999972,-1.8339446482160626,3,1,-0.5014261331042923,False
94ADDB31,CUST2693,2026-04-11,pro,98.99,normal,99.99,-1.0,-1.0001000100010002,2,1,-0.45471378162206,False
8659BEFA,CUST4423,2026-04-11,enterprise,2771.91,overcharge,299.99,2471.92,824.0008000266675,1,-1,-0.7666432584740989,True
BE86D606,CUST4959,2026-04-11,starter,30.23,normal,29.99,0.240000000000002,0.8002667555852017,3,1,-0.45165308230707046,False
2B340F4B,CUST4348,2026-04-11,basic,49.34,normal,49.99,-0.6499999999999986,-1.3002600520103993,0,1,-0.44183942705395873,False
DD403F23,CUST5987,2026-04-11,starter,29.43,normal,29.99,-0.5599999999999987,-1.8672890963654512,3,1,-0.5081398146894843,False
0F955C47,CUST1610,2026-04-11,starter,29.82,normal,29.99,-0.16999999999999815,-0.5668556185395071,3,1,-0.45478971664136186,False
DAC6706A,CUST6445,2026-04-11,basic,50.55,normal,49.99,0.5599999999999952,1.120224044808952,0,1,-0.4538470323130132,False
8959EF9E,CUST3898,2026-04-11,pro,101.29,normal,99.99,1.3000000000000114,1.3001300130013116,2,1,-0.45536596394419926,False
C99011C3,CUST1302,2026-04-11,starter,30.39,normal,29.99,0.40000000000000213,1.3337779259753322,3,1,-0.4680614512130065,False
6238EC60,CUST1007,2026-04-11,enterprise,296.44,normal,299.99,-3.5500000000000114,-1.18337277909264,1,1,-0.5346851219031532,False
70B8BEC6,CUST3295,2026-04-11,enterprise,299.99,duplicate_charge,299.99,0.0,0.0,1,1,-0.48934926859866756,False
A43BD6DB,CUST7976,2026-04-11,basic,491.55,overcharge,49.99,441.56,883.2966593318664,0,-1,-0.7506032990915917,True
E558B1A1,CUST3624,2026-04-11,basic,49.19,normal,49.99,-0.8000000000000043,-1.6003200640128108,0,1,-0.4550356450216291,False
84248AAE,CUST3563,2026-04-11,starter,29.86,normal,29.99,-0.129999999999999,-0.43347782594197737,3,1,-0.4463099194373301,False
04EB116E,CUST4236,2026-04-11,starter,30.55,normal,29.99,0.5600000000000023,1.867289096365463,3,1,-0.49932854108842406,False
3D734C55,CUST2646,2026-04-11,starter,30.43,normal,29.99,0.4400000000000013,1.467155718572862,3,1,-0.469364994654112,False
8BC04833,CUST1935,2026-04-11,basic,49.23,normal,49.99,-0.7600000000000051,-1.5203040608121725,0,1,-0.4537204359155091,False
92ED794B,CUST7509,2026-04-11,starter,29.92,normal,29.99,-0.06999999999999673,-0.233411137045671,3,1,-0.44802394135451934,False
4741D395,CUST1417,2026-04-11,basic,50.35,normal,49.99,0.35999999999999943,0.72014402880576,0,1,-0.44912360607752433,False
D69C401D,CUST4462,2026-04-11,pro,101.91,normal,99.99,1.9200000000000017,1.9201920192019222,2,1,-0.5345670578135531,False
3F182070,CUST6352,2026-04-11,starter,29.41,normal,29.99,-0.5799999999999983,-1.9339779926642158,3,1,-0.5269523044309985,False
A6C72934,CUST3745,2026-04-11,basic,49.52,normal,49.99,-0.46999999999999886,-0.9401880376075191,0,1,-0.44322201907008224,False
AB513DFE,CUST2307,2026-04-11,starter,29.86,normal,29.99,-0.129999999999999,-0.43347782594197737,3,1,-0.4463099194373301,False
A0041170,CUST7430,2026-04-11,pro,99.45,normal,99.99,-0.539999999999992,-0.5400540054005322,2,1,-0.44353779651832403,False
84BF6988,CUST6818,2026-04-11,enterprise,300.89,normal,299.99,0.8999999999999773,0.30001000033333686,1,1,-0.49376070972750374,False
72089C18,CUST5142,2026-04-11,pro,98.77,normal,99.99,-1.2199999999999989,-1.220122012201219,2,1,-0.4548567685706692,False
63AE8EFD,CUST5491,2026-04-11,starter,29.5,normal,29.99,-0.48999999999999844,-1.6338779593197679,3,1,-0.4789713575979831,False
42A8EAA1,CUST7707,2026-04-11,pro,101.23,normal,99.99,1.240000000000009,1.2401240124012491,2,1,-0.45190449760972207,False
42585DE2,CUST2341,2026-04-11,basic,49.36,normal,49.99,-0.6300000000000026,-1.2602520504100871,0,1,-0.4432606594284885,False
DEC9F604,CUST6782,2026-04-11,starter,29.53,normal,29.99,-0.4599999999999973,-1.533844614871615,3,1,-0.48213237378912827,False
D612A22C,CUST2276,2026-04-11,starter,30.36,normal,29.99,0.370000000000001,1.2337445815271793,3,1,-0.4612170516239626,False
B8391268,CUST8287,2026-04-11,pro,98.89,normal,99.99,-1.0999999999999943,-1.1001100110010944,2,1,-0.4548042542918478,False
F670DB71,CUST9716,2026-04-11,pro,101.46,normal,99.99,1.4699999999999989,1.4701470147014692,2,1,-0.4771938287905328,False
8F2934F7,CUST8866,2026-04-11,enterprise,0.0,zero_charge,299.99,-299.99,-100.0,1,-1,-0.7388297450373174,True
2D7E24F6,CUST3143,2026-04-11,basic,49.73,normal,49.99,-0.2600000000000051,-0.5201040208041711,0,1,-0.4285274626751082,False
66BDC339,CUST2762,2026-04-11,starter,30.07,normal,29.99,0.08000000000000185,0.2667555851950712,3,1,-0.4498926750027688,False
72ADC29E,CUST6796,2026-04-11,basic,49.12,normal,49.99,-0.8700000000000045,-1.740348069613932,0,1,-0.4690478850219541,False
FBE15F19,CUST3493,2026-04-11,starter,30.03,normal,29.99,0.0400000000000027,0.1333777925975415,3,1,-0.4515893414879895,False
016DAB2B,CUST7303,2026-04-11,pro,101.77,normal,99.99,1.7800000000000011,1.7801780178017816,2,1,-0.512752577062461,False
F47CA5AC,CUST9433,2026-04-11,enterprise,305.58,normal,299.99,5.589999999999975,1.8633954465148754,1,1,-0.5732453698971854,False
A8374183,CUST2931,2026-04-11,starter,29.9,normal,29.99,-0.08999999999999986,-0.3001000333444477,3,1,-0.44807202909817995,False
3F1446F9,CUST8390,2026-04-11,enterprise,304.63,normal,299.99,4.639999999999986,1.5467182239407933,1,1,-0.5348336001411105,False
976881E4,CUST4638,2026-04-11,enterprise,296.62,normal,299.99,-3.3700000000000045,-1.123370779025969,1,1,-0.5313669417297384,False
ACCE1AC1,CUST8351,2026-04-11,enterprise,300.95,normal,299.99,0.9599999999999795,0.32001066702222725,1,1,-0.49465565075710893,False
FF1273C2,CUST9472,2026-04-11,basic,50.39,normal,49.99,0.3999999999999986,0.8001600320063983,0,1,-0.4499565565400168,False
A4A61E0A,CUST2388,2026-04-11,pro,101.18,normal,99.99,1.190000000000012,1.1901190119012022,2,1,-0.4509045346006084,False
A5B93646,CUST3779,2026-04-11,basic,50.62,normal,49.99,0.6299999999999955,1.260252050410073,0,1,-0.44848614242488616,False
5AEDEC82,CUST3711,2026-04-11,starter,29.48,normal,29.99,-0.509999999999998,-1.700566855618533,3,1,-0.48008813864594885,False
8BA6B047,CUST2949,2026-04-11,basic,49.17,normal,49.99,-0.8200000000000003,-1.6403280656131232,0,1,-0.45494342542874616,False
9CF684CB,CUST5435,2026-04-11,starter,29.79,normal,29.99,-0.1999999999999993,-0.6668889629876602,3,1,-0.46530624463116077,False
F5F6C3A2,CUST3841,2026-04-11,starter,30.59,normal,29.99,0.6000000000000014,2.0006668889629924,3,1,-0.5362280998090723,False
12CCB431,CUST5806,2026-04-11,starter,29.78,normal,29.99,-0.2099999999999973,-0.7002334111370366,3,1,-0.46604434848344123,False
FEE522D3,CUST2628,2026-04-11,pro,98.47,normal,99.99,-1.519999999999996,-1.5201520152015162,2,1,-0.47460430697306605,False
6177DE8E,CUST1364,2026-04-11,pro,100.36,normal,99.99,0.37000000000000455,0.3700370037003746,2,1,-0.44866288287280814,False
B956B381,CUST3050,2026-04-11,pro,98.95,normal,99.99,-1.039999999999992,-1.0401040104010322,2,1,-0.4549532408431769,False
F8B5DED8,CUST4230,2026-04-11,enterprise,303.38,normal,299.99,3.3899999999999864,1.1300376679222595,1,1,-0.5270710992996249,False
1F0F931D,CUST7541,2026-04-11,starter,29.98,normal,29.99,-0.00999999999999801,-0.033344448149376496,3,1,-0.44490130407705797,False
BD8FBCBB,CUST1988,2026-04-11,enterprise,294.37,normal,299.99,-5.6200000000000045,-1.8733957798593301,1,-1,-0.5865615784917595,True
027FF48B,CUST7716,2026-04-11,starter,29.7,normal,29.99,-0.28999999999999915,-0.9669889963321079,3,1,-0.4688397048386278,False
59E1CC10,CUST8343,2026-04-11,pro,98.54,normal,99.99,-1.4499999999999886,-1.4501450145014387,2,1,-0.46804838995124964,False
4AF0F15C,CUST5349,2026-04-11,enterprise,293.99,normal,299.99,-6.0,-2.000066668888963,1,-1,-0.5971207850292397,True
14BEBF8A,CUST2492,2026-04-11,starter,30.09,normal,29.99,0.10000000000000142,0.33344448149383604,3,1,-0.44842099549061787,False
C72A8097,CUST7099,2026-04-11,basic,49.29,normal,49.99,-0.7000000000000028,-1.4002800560112079,0,1,-0.4471007263756302,False
6DFD92C4,CUST4147,2026-04-11,pro,99.67,normal,99.99,-0.3199999999999932,-0.3200320032003132,2,1,-0.4464315946820542,False
5F2D91E8,CUST7971,2026-04-11,starter,30.47,normal,29.99,0.4800000000000004,1.6005335111703916,3,1,-0.4631041212132286,False
B4F93C94,CUST7737,2026-04-11,enterprise,305.32,normal,299.99,5.329999999999984,1.7767258908630235,1,1,-0.5677410289668513,False
91648BFD,CUST3866,2026-04-11,starter,30.28,normal,29.99,0.2900000000000027,0.9669889963321198,3,1,-0.45287601438183334,False
3EE35496,CUST4104,2026-04-11,enterprise,301.47,normal,299.99,1.4800000000000182,0.4933497783259503,1,1,-0.5043134613020945,False
5B77F217,CUST7236,2026-04-11,basic,499.68,overcharge,49.99,449.69,899.5599119823964,0,-1,-0.752382873042651,True
626ED239,CUST8922,2026-04-11,pro,98.27,normal,99.99,-1.7199999999999989,-1.7201720172017192,2,1,-0.4903523522275616,False
B3D6F000,CUST8815,2026-04-11,basic,49.08,normal,49.99,-0.9100000000000037,-1.8203640728145705,0,1,-0.484476477008817,False
BFBAA01A,CUST3645,2026-04-11,basic,49.99,duplicate_charge,49.99,0.0,0.0,0,1,-0.4153712246333957,False
F097AE8F,CUST1572,2026-04-11,basic,50.04,normal,49.99,0.04999999999999716,0.10002000400079449,0,1,-0.42843836038663835,False
9FF73E40,CUST9234,2026-04-11,basic,50.06,normal,49.99,0.07000000000000028,0.14002800560112078,0,1,-0.4321238711252419,False
BF668865,CUST8240,2026-04-11,basic,50.78,normal,49.99,0.7899999999999991,1.5803160632126407,0,1,-0.4681232202747204,False
33CD8362,CUST1536,2026-04-11,starter,29.42,normal,29.99,-0.5699999999999967,-1.9006335445148275,3,1,-0.5187970087530557,False
D23C6761,CUST8016,2026-04-11,pro,100.88,normal,99.99,0.8900000000000006,0.8900890089008908,2,1,-0.45409697668544396,False
704153B5,CUST2154,2026-04-11,basic,50.44,normal,49.99,0.44999999999999574,0.9001800360071928,0,1,-0.4548779849191023,False
1862F749,CUST7868,2026-04-11,enterprise,299.65,normal,299.99,-0.34000000000003183,-0.11333711123705184,1,1,-0.49225159738096963,False
D749E6BE,CUST9611,2026-04-11,pro,101.19,normal,99.99,1.2000000000000028,1.200120012001203,2,1,-0.4517044225784327,False
920DA4F2,CUST7456,2026-04-11,pro,98.81,normal,99.99,-1.1799999999999926,-1.180118011801173,2,1,-0.4545299323314473,False
74DF4296,CUST5646,2026-04-11,enterprise,304.44,normal,299.99,4.449999999999989,1.483382779425977,1,1,-0.528075137324648,False
EEE07B4D,CUST2019,2026-04-11,pro,101.98,normal,99.99,1.990000000000009,1.9901990199019992,2,1,-0.547119545825208,False
6E802FEA,CUST8397,2026-04-11,starter,30.04,normal,29.99,0.05000000000000071,0.16672224074691802,3,1,-0.4516305033018752,False
97DDA779,CUST9032,2026-04-11,basic,49.01,normal,49.99,-0.980000000000004,-1.960392078415691,0,1,-0.523340957113667,False
2CC9215E,CUST5858,2026-04-11,enterprise,295.05,normal,299.99,-4.939999999999998,-1.6467215573852452,1,1,-0.5566261158865975,False
22C66C2B,CUST8629,2026-04-11,basic,50.83,normal,49.99,0.8399999999999963,1.680336067213435,0,1,-0.47836130656038417,False
8C0DDDE3,CUST5888,2026-04-11,starter,30.2,normal,29.99,0.21000000000000085,0.7002334111370485,3,1,-0.45218883185836745,False
40CFE50B,CUST8554,2026-04-11,enterprise,297.01,normal,299.99,-2.980000000000018,-0.9933664455481909,1,1,-0.5269089337822238,False
17265F82,CUST2308,2026-04-11,starter,30.44,normal,29.99,0.45000000000000284,1.5005001667222504,3,1,-0.4679270299647135,False
A7EAB1B3,CUST8385,2026-04-11,pro,101.03,normal,99.99,1.0400000000000063,1.0401040104010464,2,1,-0.45460487675359074,False
6BED6CF5,CUST1659,2026-04-11,starter,29.44,normal,29.99,-0.5499999999999972,-1.8339446482160626,3,1,-0.5014261331042923,False
F105D45F,CUST8763,2026-04-11,basic,49.99,duplicate_charge,49.99,0.0,0.0,0,1,-0.4153712246333957,False
3795696F,CUST3649,2026-04-11,pro,100.21,normal,99.99,0.21999999999999886,0.2200220022002189,2,1,-0.4433410436027515,False
AE958BDB,CUST2809,2026-04-11,starter,30.33,normal,29.99,0.33999999999999986,1.1337112370790259,3,1,-0.45665631239335547,False
3BD745E9,CUST3385,2026-04-11,pro,100.51,normal,99.99,0.5200000000000102,0.5200520052005303,2,1,-0.44699090370143335,False
36810CA2,CUST7376,2026-04-11,starter,29.5,normal,29.99,-0.48999999999999844,-1.6338779593197679,3,1,-0.4789713575979831,False
05B1E00F,CUST4472,2026-04-11,pro,99.83,normal,99.99,-0.1599999999999966,-0.1600160016001566,2,1,-0.4377540691284353,False
BE6DFE70,CUST8763,2026-04-11,basic,49.99,duplicate_charge,49.99,0.0,0.0,0,1,-0.4153712246333957,False
B8DB2559,CUST2122,2026-04-11,basic,50.14,normal,49.99,0.14999999999999858,0.3000600120023976,0,1,-0.4444007817117698,False
2D85A987,CUST9133,2026-04-11,pro,101.99,normal,99.99,2.0,2.0002000200020005,2,1,-0.5492205868943482,False
48A163C1,CUST2802,2026-04-11,basic,50.67,normal,49.99,0.6799999999999997,1.3602720544108815,0,1,-0.4521413789204592,False
456FCEA3,CUST1140,2026-04-11,pro,99.51,normal,99.99,-0.47999999999998977,-0.48004800480046983,2,1,-0.44468058235846364,False
79B64FEF,CUST8455,2026-04-11,basic,49.18,normal,49.99,-0.8100000000000023,-1.6203240648129673,0,1,-0.45361845740833506,False
B5F73A11,CUST9646,2026-04-11,starter,30.15,normal,29.99,0.16000000000000014,0.5335111703901305,3,1,-0.453048690124175,False
83C9036F,CUST6774,2026-04-11,basic,50.73,normal,49.99,0.7399999999999949,1.480296059211832,0,1,-0.4639733149271944,False
3942AD1A,CUST4490,2026-04-11,basic,49.93,normal,49.99,-0.060000000000002274,-0.12002400480096474,0,1,-0.42241193439525376,False
12FDFC03,CUST8099,2026-04-11,pro,100.45,normal,99.99,0.46000000000000796,0.46004600460046796,2,1,-0.4467377681890207,False
09227A8F,CUST3000,2026-04-11,starter,29.41,normal,29.99,-0.5799999999999983,-1.9339779926642158,3,1,-0.5269523044309985,False
A5F2CA51,CUST7665,2026-04-11,basic,49.79,normal,49.99,-0.20000000000000284,-0.4000800160032063,0,1,-0.4226189307378381,False
BD324F06,CUST6392,2026-04-11,basic,50.65,normal,49.99,0.6599999999999966,1.3202640528105551,0,1,-0.45251399822571914,False
4F94BFFE,CUST7154,2026-04-11,enterprise,302.65,normal,299.99,2.659999999999968,0.8866962232074296,1,1,-0.5139691796621907,False
E9824D3A,CUST8266,2026-04-11,basic,49.12,normal,49.99,-0.8700000000000045,-1.740348069613932,0,1,-0.4690478850219541,False
72D16249,CUST1987,2026-04-11,starter,30.16,normal,29.99,0.1700000000000017,0.5668556185395188,3,1,-0.4526769427025628,False
7936DF24,CUST6947,2026-04-11,basic,49.87,normal,49.99,-0.12000000000000455,-0.24004800960192949,0,1,-0.4263716340904461,False
31C0FAE4,CUST1631,2026-04-11,starter,30.48,normal,29.99,0.490000000000002,1.63387795931978,3,1,-0.46488878419454954,False
FE871800,CUST1933,2026-04-11,pro,99.79,normal,99.99,-0.19999999999998863,-0.20002000200018866,2,1,-0.43844713700233795,False
E9CB3C61,CUST3466,2026-04-11,pro,100.77,normal,99.99,0.7800000000000011,0.7800780078007812,2,1,-0.4467481563653656,False
28C2B9C6,CUST5517,2026-04-11,basic,50.24,normal,49.99,0.25,0.5001000200040008,0,1,-0.4468003417784686,False
33122DB5,CUST4192,2026-04-11,starter,29.82,normal,29.99,-0.16999999999999815,-0.5668556185395071,3,1,-0.45478971664136186,False
C67B59CF,CUST2102,2026-04-11,starter,29.97,normal,29.99,-0.019999999999999574,-0.06668889629876484,3,1,-0.4443354743607833,False
56F5C9AB,CUST8186,2026-04-11,starter,261.04,overcharge,29.99,231.05,770.4234744914972,3,-1,-0.724494381105394,True
87074CF6,CUST2863,2026-04-11,basic,50.98,normal,49.99,0.9899999999999949,1.9803960792158328,0,1,-0.538158835742136,False
DEC354AB,CUST7689,2026-04-11,enterprise,30.58,plan_price_mismatch,299.99,-269.41,-89.8063268775626,1,-1,-0.6881049293572117,True
8A83FA39,CUST1825,2026-04-11,starter,29.99,normal,29.99,0.0,0.0,3,1,-0.44419672345268507,False
EC0DBDCB,CUST3606,2026-04-11,starter,30.3,normal,29.99,0.3100000000000023,1.0336778926308845,3,1,-0.4575880821496964,False
0A6CB307,CUST5300,2026-04-11,enterprise,299.9,normal,299.99,-0.09000000000003183,-0.030001000033345052,1,1,-0.4911649284474929,False
D49BE84C,CUST2517,2026-04-11,enterprise,299.91,normal,299.99,-0.07999999999998408,-0.026667555585180865,1,1,-0.4916148636565701,False
4D3A2DDB,CUST8935,2026-04-11,basic,49.21,normal,49.99,-0.7800000000000011,-1.5603120624124847,0,1,-0.4536631293835947,False
01E068EB,CUST4042,2026-04-11,pro,98.21,normal,99.99,-1.7800000000000011,-1.7801780178017816,2,1,-0.4976600184761641,False
41C46087,CUST4775,2026-04-11,starter,30.56,normal,29.99,0.5700000000000003,1.9006335445148392,3,1,-0.5019228885828826,False
B32BB141,CUST2913,2026-04-11,enterprise,304.6,normal,299.99,4.610000000000014,1.5367178905963577,1,1,-0.5344343645159413,False
427BAA61,CUST9519,2026-04-11,starter,30.2,normal,29.99,0.21000000000000085,0.7002334111370485,3,1,-0.45218883185836745,False
1E7CEE07,CUST7789,2026-04-11,basic,49.94,normal,49.99,-0.05000000000000426,-0.10002000400080868,0,1,-0.42250628886433866,False
06FBADDD,CUST1854,2026-04-11,pro,100.0,normal,99.99,0.010000000000005116,0.010001000100015117,2,1,-0.4345753876169721,False
F68DED97,CUST3224,2026-04-11,basic,50.57,normal,49.99,0.5799999999999983,1.1602320464092784,0,1,-0.4519176845212973,False
497CE2A6,CUST5033,2026-04-11,starter,30.44,normal,29.99,0.45000000000000284,1.5005001667222504,3,1,-0.4679270299647135,False
82A06F1D,CUST7166,2026-04-11,pro,101.83,normal,99.99,1.8400000000000034,1.8401840184018439,2,1,-0.5162295039971424,False
FAEDF456,CUST7722,2026-04-11,starter,30.35,normal,29.99,0.360000000000003,1.2004001333778027,3,1,-0.45917216058430543,False
35635F6A,CUST8295,2026-04-11,starter,30.08,normal,29.99,0.08999999999999986,0.3001000333444477,3,1,-0.4480417941927982,False
057FC3F0,CUST7852,2026-04-11,basic,50.78,normal,49.99,0.7899999999999991,1.5803160632126407,0,1,-0.4681232202747204,False
95E242E3,CUST2389,2026-04-11,starter,29.95,normal,29.99,-0.03999999999999915,-0.1333777925975297,3,1,-0.4435929855932668,False
2AACEB0C,CUST2077,2026-04-11,basic,50.69,normal,49.99,0.6999999999999957,1.4002800560111937,0,1,-0.4553164317853884,False
34A0719C,CUST3235,2026-04-11,starter,30.51,normal,29.99,0.5200000000000031,1.7339113037679332,3,1,-0.483471612375299,False
64E62DEB,CUST8468,2026-04-11,enterprise,300.85,normal,299.99,0.8600000000000136,0.2866762225407559,1,1,-0.4940154915551362,False
C554A6CC,CUST6241,2026-04-11,starter,29.99,duplicate_charge,29.99,0.0,0.0,3,1,-0.44419672345268507,False
D9B4DDF3,CUST2895,2026-04-11,starter,30.19,normal,29.99,0.20000000000000284,0.6668889629876721,3,1,-0.45394341245095277,False
9B277FB0,CUST5289,2026-04-11,pro,101.27,normal,99.99,1.2800000000000011,1.2801280128012813,2,1,-0.454583804642278,False
44F513BA,CUST1878,2026-04-11,pro,100.98,normal,99.99,0.9900000000000091,0.9900990099009993,2,1,-0.4566409995700084,False
9506567B,CUST2827,2026-04-11,starter,30.56,normal,29.99,0.5700000000000003,1.9006335445148392,3,1,-0.5019228885828826,False
A4CD66A8,CUST4701,2026-04-11,enterprise,298.85,normal,299.99,-1.1399999999999864,-0.3800126670888984,1,1,-0.5027921974947723,False
9207BC68,CUST4564,2026-04-11,pro,98.91,normal,99.99,-1.0799999999999983,-1.0801080108010785,2,1,-0.4569168177629863,False
BDF8FC55,CUST7617,2026-04-11,starter,29.76,normal,29.99,-0.22999999999999687,-0.7669223074358016,3,1,-0.46530903735610474,False
154437C3,CUST9322,2026-04-11,starter,29.94,normal,29.99,-0.04999999999999716,-0.16672224074690617,3,1,-0.44770654706544993,False
234E23EE,CUST9002,2026-04-11,basic,50.87,normal,49.99,0.8799999999999955,1.7603520704140736,0,1,-0.48540580863174787,False
A0129C78,CUST1687,2026-04-11,starter,29.83,normal,29.99,-0.16000000000000014,-0.5335111703901305,3,1,-0.4550055917864,False
EFA71DAD,CUST8003,2026-04-11,pro,99.07,normal,99.99,-0.9200000000000017,-0.9200920092009219,2,1,-0.4526152735297085,False
2911FD70,CUST5940,2026-04-11,basic,50.35,normal,49.99,0.35999999999999943,0.72014402880576,0,1,-0.44912360607752433,False
3794C7B4,CUST3674,2026-04-11,pro,98.04,normal,99.99,-1.9499999999999886,-1.950195019501939,2,1,-0.52831227237741,False
00B5918C,CUST2549,2026-04-11,basic,49.38,normal,49.99,-0.6099999999999994,-1.2202440488097608,0,1,-0.4432627748717045,False
9E50A36A,CUST4709,2026-04-11,basic,49.69,normal,49.99,-0.30000000000000426,-0.6001200240048095,0,1,-0.4345455803925949,False
5A60132B,CUST3520,2026-04-11,enterprise,301.88,normal,299.99,1.8899999999999864,0.6300210007000188,1,1,-0.5076552322852919,False
343BEF19,CUST9780,2026-04-11,starter,30.06,normal,29.99,0.07000000000000028,0.23341113704568286,3,1,-0.4502675064598887,False
01FA4031,CUST7833,2026-04-11,enterprise,300.9,normal,299.99,0.9099999999999682,0.3033434447814821,1,1,-0.49366665597640547,False
F5DE037E,CUST2333,2026-04-11,enterprise,302.65,normal,299.99,2.659999999999968,0.8866962232074296,1,1,-0.5139691796621907,False
1A3FC57F,CUST7257,2026-04-11,enterprise,302.19,normal,299.99,2.1999999999999886,0.733357778592616,1,1,-0.5085649796780922,False
7BF22C79,CUST1946,2026-04-11,pro,101.32,normal,99.99,1.3299999999999983,1.3301330133013285,2,1,-0.4580940594868351,False
B7114411,CUST6535,2026-04-11,basic,49.89,normal,49.99,-0.10000000000000142,-0.20004000800160315,0,1,-0.4236262931287596,False
4E17F21E,CUST5346,2026-04-11,basic,50.97,normal,49.99,0.9799999999999969,1.9603920784156768,0,1,-0.5322678102036783,False
D05048B9,CUST4390,2026-04-11,pro,98.08,normal,99.99,-1.9099999999999966,-1.910191019101907,2,1,-0.5223503154263207,False
